poema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Llegó con tres heridas,":
cancion_MercedesSosa_451,Llegó ,con ,"tres heridas:
 ",la ,del amor,",
 ",la de la muerte,",
 ","la de la vida.
 Con tres heridas viene",":
 ",la de la vida,",
 ",la del amor,",
 ",la de la muerte,,,".
 ",Con tres heridas yo,":
 ",la ,de la vida,",
 ",la de la muerte,,,",
 ",la del amor,".
 ","Qué carabedio pongo?
 Cuando te veo te miro por ",,,la ,"rivera del hombro.
 Que va a ",,,,,la ,luna,", ",a empujarme a quererte como a ninguna,,,".
 ",Llegó con tres heridas,":
 ","la del amor,
 la de ",la muerte,",
 la de ",la ,"vida.
 Con tres heridas viene",":
 ","la de la vida,
 la del amor",",
 la de la muerte.
 Con tres heridas yo",":
 ",la de la vida,",
 la de la muerte",",
 la del amor",".
 ",Quién llenará este vacío ,de ,cuerpo desalentado,", ",que dejó tu cuerpo al mío,,,".
 ",Ay! el rincón ,,,,,de ,tu vientre,,", ",cayeron de ,,,tu ,calle,", ","cayeron sin salida…
 ",,,Y ,aquí quisiera tenerte para desenamorarme,,,,,,,".
 ",Después del amor la tierra,,,,,", ",después ,,,,del amor ,la tierra,", ",después de ,la ,"tierra
                    nadie",".
 (Transcripción propia ",a ,partir ,del poema y ,del audio ,de la canción,", ",a ,falta ,"de
                    ",fuente escrita,; ,la ,puntuación y ortografía son estimadas,).
cancion_LosJuglares_460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Llegó con tres heridas,":
 ","la del amor,
 la de ",la muerte,",
 la de ",la ,"vida.
 Con tres heridas viene",":
 ","la de la vida,
 la del amor",,,,",
 la de la muerte",,,,,,,,".
 ","Con tres heridas yo:
 ",,,la ,,,,de ,la ,vida,,,,,,,,,,,,,",
 ",,la ,,de ,,,,la ,muerte,,,",
 ",,,,la ,del amor,,,,,,".
 (Transcripción propia ",a ,partir ,del poema y ,del audio ,de la canción,", ",a ,falta ,"de
                    ",fuente escrita,; ,la ,puntuación y ortografía son estimadas,).
cancion_NanaMouskouri_457,Llegó ,con ,"tres heridas:
 ",la ,del amor,",
 ",la de la muerte,",
 ","la de la vida.
 Con tres heridas viene",":
 ",la de la vida,",
 ",la del amor,,,,,,,,,,",
 ",la de la muerte,,,,,".
 ",Con tres heridas yo,":
 ",la de ,la ,vida,",
 ",,la ,de ,la ,muerte,,,",
 ",la del amor,".
 ",Llegó con tres heridas,":
 ","la del amor,
 la de ",la muerte,",
 la de ",la ,"vida.
 Con tres heridas viene",":
 ","la de la vida,
 la del amor",,,,",
 la de la muerte",,,,,,,,".
 ","Con tres heridas yo:
 ",,,la ,,,,de ,la ,vida,,,,,,,,,,,,,",
 ",,la ,,de ,,,,la ,muerte,,,",
 ",,,,la ,del amor,,,,,,".
 (Transcripción propia ",a ,partir ,del poema y ,del audio ,de la canción,", ",a ,falta ,"de
                    ",fuente escrita,; ,la ,puntuación y ortografía son estimadas,).
cancion_ColectivodeMúsicasMestizas_448,No ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,se ,ha podido ,tener acceso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a ,,,,,la ,letra,.
cancion_EleniPeta_447,Llegó ,con ,"tres heridas:
 ",la ,del amor,",
 ",la de la muerte,",
 ","la de la vida.
 Con tres heridas viene",":
 ",la de la vida,",
 ",la del amor,,,,,,,,,,",
 ",la de la muerte,,,,,".
 ",Con tres heridas yo,":
 ",la de ,la ,vida,",
 ",,la ,de ,la ,muerte,,,",
 ",la del amor,".
 ",Llegó con tres heridas,":
 ","la del amor,
 la de ",la muerte,",
 la de ",la ,"vida.
 Con tres heridas viene",":
 ","la de la vida,
 la del amor",,,,",
 la de la muerte",,,,,,,,".
 ","Con tres heridas yo:
 ",,,la ,,,,de ,la ,vida,,,,,,,,,,,,,",
 ",,la ,,de ,,,,la ,muerte,,,",
 ",,,,la ,del amor,,,,,,".
 (Transcripción propia ",a ,partir ,del poema y ,del audio ,de la canción,", ",a ,falta ,"de
                    ",fuente escrita,; ,la ,puntuación y ortografía son estimadas,).
cancion_SusannaCanessa_449,È arrivato ,con ,tre ferite,,,,,,,,,,,,,,,,,,,,,,,,,,,,":
 ",quello dell’amore,,,,,,,,,",
 ",quello della morte,",
 ",quello della vita,".
 ",Llegó con tres heridas,":
 ","la del amor,
 la de ",la muerte,",
 la de ",la ,"vida.
 Con tres heridas viene",":
 ","la de la vida,
 la del amor",,,,",
 la de la muerte",,,,,,,,".
 ","Con tres heridas yo:
 ",,,la ,,,,de ,la ,vida,,,,,,,,,,,,,",
 ",,la ,,de ,,,,la ,muerte,,,",
 ",,,,la ,del amor,,,,,,,,,,,,,,,,,,,,.
cancion_FranciscoPesqueira_446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Llegó con tres heridas,":
 ","la del amor,
 la de ",la muerte,",
 la de ",la ,"vida.
 Con tres heridas viene",":
 ","la de la vida,
 la del amor",,,,",
 la de la muerte",,,,,,,,".
 ","Con tres heridas yo:
 ",,,la ,,,,de ,la ,vida,,,,,,,,,,,,,",
 ",,la ,,de ,,,,la ,muerte,,,",
 ",,,,la ,del amor,,,,,,".
 (Transcripción propia ",a ,partir ,del poema y ,del audio ,de la canción,", ",a ,falta ,"de
                    ",fuente escrita,; ,la ,puntuación y ortografía son estimadas,).
cancion_CeciliaEcheniqueyEduardoPeralta_452,Llegó ,con ,"tres heridas:
 ",la ,del amor,",
 ",la de la muerte,",
 ","la de la vida.
 Con tres heridas viene",":
 ",la de la vida,",
 ",la del amor,,,,,,,,,,",
 ",la de la muerte,,,,,".
 ",Con tres heridas yo,":
 ",la de ,la ,vida,",
 ",,la ,de ,la ,muerte,,,",
 ",la del amor,".
 ",Llegó con tres heridas,":
 ","la del amor,
 la de ",la muerte,",
 la de ",la ,"vida.
 Con tres heridas viene",":
 ","la de la vida,
 la del amor",,,,",
 la de la muerte",,,,,,,,".
 ","Con tres heridas yo:
 ",,,la ,,,,de ,la ,vida,,,,,,,,,,,,,",
 ",,la ,,de ,,,,la ,muerte,,,",
 ",,,,la ,del amor,,,,,,".
 (Transcripción propia ",a ,partir ,del poema y ,del audio ,de la canción,", ",a ,falta ,"de
                    ",fuente escrita,; ,la ,puntuación y ortografía son estimadas,).
cancion_LuchoRoa_450,No ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,se ,ha podido ,encontrar ,,,,,,,,,,,,,,,,,,,,,,,la ,letra ,,,,,,de la canción,,,,,,,,,.
cancion_SoleCandela&SitohOrtega_445,No ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,se ,ha podido ,tener acceso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a ,,,,,la ,letra,.
cancion_SebastiánSolís_455,Llegó ,con ,"tres heridas:
 ",la ,del amor,",
 ",la de la muerte,",
 ","la de la vida.
 Con tres heridas viene",":
 ",la de la vida,",
 ",la del amor,,,,,,,,,,",
 ",la de la muerte,,,,,".
 ",Con tres heridas yo,":
 ",la de ,la ,vida,",
 ",,la ,de ,la ,muerte,,,",
 ",la del amor,".
 ",Llegó con tres heridas,":
 ","la del amor,
 la de ",la muerte,",
 la de ",la ,"vida.
 Con tres heridas viene",":
 ","la de la vida,
 la del amor",,,,",
 la de la muerte",,,,,,,,".
 ","Con tres heridas yo:
 ",,,la ,,,,de ,la ,vida,,,,,,,,,,,,,",
 ",,la ,,de ,,,,la ,muerte,,,",
 ",,,,la ,del amor,,,,,,".
 (Transcripción propia ",a ,partir ,del poema y ,del audio ,de la canción,", ",a ,falta ,"de
                    ",fuente escrita,; ,la ,puntuación y ortografía son estimadas,).
cancion_FranciscoCurto_461,No ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,se ,ha podido ,tener acceso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a ,,,,,la ,letra,.
